V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20
chr3,54807199,54808148,.,1000,.,43.54589,-1,-1,475,5,5,54807199,54808148,23.04747,464,54807205,54808132,20.49842,481
chr4,103113909,103115024,.,1000,.,43.53927,-1,-1,742,5,5,103113909,103115024,17.39864,604,103113963,103114978,26.14063,826
chr18,77794322,77795141,.,1000,.,43.53755,-1,-1,318,5,5,77794322,77795141,24.90253,438,77794333,77795128,18.63502,188
chr14,76504125,76504678,.,1000,.,43.53087,-1,-1,250,5,5,76504125,76504678,19.88507,207,76504201,76504609,23.6458,217
chr19,41980617,41982681,.,1000,.,43.5308,-1,-1,942,5,5,41980617,41982681,12.4109,988,41980857,41982605,31.1199,237
chr16,32608635,32609510,.,1000,.,43.5276,-1,-1,505,5,5,32608635,32609510,22.66769,549,32608671,32609377,20.85991,425
chr16,84702821,84703585,.,1000,.,43.5276,-1,-1,575,5,5,84702832,84703585,22.66769,589,84702821,84703555,20.85991,551
chr2,25428398,25429231,.,1000,.,43.52389,-1,-1,353,5,5,25428398,25429231,23.62548,360,25428417,25429179,19.89841,328
chr14,67071780,67072722,.,1000,.,43.52048,-1,-1,577,5,5,67071780,67072722,23.30622,580,67071791,67072560,20.21426,563
chr12,101028040,101029487,.,1000,.,43.51706,-1,-1,954,5,5,101028040,101029485,22.98695,909,101028556,101029487,20.53011,484
chr3,127836963,127837836,.,1000,.,43.51367,-1,-1,464,5,5,127837015,127837836,22.03602,362,127836963,127837827,21.47765,515
chr5,121545111,121546082,.,1000,.,43.51255,-1,-1,736,5,5,121545111,121546082,23.50842,739,121545113,121546061,20.00413,732
chr13,49187217,49188063,.,1000,.,43.51113,-1,-1,261,5,5,49187217,49188063,12.4109,270,49187336,49188012,31.10023,133
chr10,13473699,13474751,.,1000,.,43.51072,-1,-1,681,5,5,13473699,13474751,14.68611,685,13473714,13474607,28.82461,225
chr17,43801595,43802187,.,1000,.,43.51023,-1,-1,298,5,5,43801595,43802187,22.34843,249,43801608,43802152,21.1618,335
chr15,100038488,100039350,.,1000,.,43.50873,-1,-1,421,5,5,100038488,100039350,19.77372,463,100038496,100039323,23.73501,371
chr11,69340206,69341112,.,1000,.,43.50838,-1,-1,326,5,5,69340220,69341112,20.75211,475,69340206,69341078,22.75627,163
chr11,101963614,101964338,.,1000,.,43.50838,-1,-1,392,5,5,101963614,101964277,20.75211,296,101963647,101964338,22.75627,455
chr15,99087161,99088665,.,1000,.,43.50711,-1,-1,493,5,5,99087189,99088665,19.47506,318,99087161,99088610,24.03205,475
chr4,156196547,156198265,.,1000,.,43.50675,-1,-1,845,5,5,156196547,156198265,19.61267,838,156196662,156198168,23.89408,737
chr6,85373903,85375050,.,1000,.,43.50622,-1,-1,727,5,5,85373903,85375050,16.57797,687,85374006,85375029,26.92825,665
chr8,84661161,84662810,.,1000,.,43.50557,-1,-1,900,5,5,84661161,84662810,16.82466,900,84661483,84662669,26.68091,184
chr14,14346150,14346669,.,1000,.,43.50492,-1,-1,292,5,5,14346150,14346669,23.92236,311,14346193,14346664,19.58256,230
chr2,28205300,28206387,.,1000,.,43.49632,-1,-1,392,5,5,28205300,28206387,17.70588,426,28205492,28206362,25.79044,166
chr4,141300974,141302494,.,1000,.,43.49632,-1,-1,418,5,5,141300974,141302494,17.70588,417,141301266,141302328,25.79044,150
chr10,80226344,80227069,.,1000,.,43.4856,-1,-1,414,5,5,80226344,80227069,22.30476,456,80226403,80227011,21.18084,314
chr6,124744863,124746472,.,1000,.,43.47455,-1,-1,1028,5,5,124744863,124746472,25.2218,1182,124744897,124746322,18.25275,213
chr15,100728814,100729920,.,1000,.,43.46759,-1,-1,662,5,5,100728814,100729920,22.98695,540,100729101,100729917,20.48064,498
chr5,136568746,136569269,.,1000,.,43.46759,-1,-1,174,5,5,136568746,136569269,22.98695,172,136568765,136569147,20.48064,158
chr5,113771072,113771892,.,1000,.,43.46645,-1,-1,476,5,5,113771072,113771892,21.08945,480,113771155,113771880,22.377,389
chr6,8209048,8209716,.,1000,.,43.45753,-1,-1,207,5,5,8209048,8209716,15.97877,200,8209049,8209702,27.47876,213
chr4,134286585,134288060,.,1000,.,43.45346,-1,-1,858,5,5,134286585,134288060,27.13738,970,134286656,134287991,16.31608,675
chr2,180024281,180025630,.,1000,.,43.44968,-1,-1,469,5,5,180024281,180025630,19.1294,466,180024305,180025613,24.32028,449
chr4,76449401,76450328,.,1000,.,43.44837,-1,-1,342,5,5,76449401,76450328,21.07137,382,76449429,76450319,22.377,274
chrX,38564401,38565134,.,1000,.,43.44837,-1,-1,383,5,5,38564401,38565134,21.07137,391,38564595,38565087,22.377,181
chr2,164460914,164461739,.,1000,.,43.44601,-1,-1,248,5,5,164460914,164461739,18.03484,256,164461011,164461601,25.41117,143
chr7,105633049,105633778,.,1000,.,43.44075,-1,-1,533,5,5,105633049,105633778,16.13323,549,105633137,105633739,27.30752,429
chr2,122630561,122631760,.,1000,.,43.43137,-1,-1,204,5,5,122630561,122631760,24.58327,193,122630634,122631731,18.8481,142
chr17,83861470,83862002,.,1000,.,43.42785,-1,-1,250,5,5,83861470,83862002,23.73858,251,83861559,83861974,19.68927,161
chr4,150854842,150855655,.,1000,.,43.42619,-1,-1,330,5,5,150854842,150855655,14.98086,187,150854887,150855653,28.44533,429
chr9,113740979,113742069,.,1000,.,43.4156,-1,-1,523,5,5,113740979,113742059,17.51608,521,113741198,113742069,25.89952,306
chr2,131561017,131562980,.,1000,.,43.40759,-1,-1,1179,5,5,131561017,131562980,23.30622,1306,131561817,131562674,20.10137,252
chr6,54972107,54972763,.,1000,.,43.40759,-1,-1,439,5,5,54972107,54972763,23.30622,435,54972306,54972702,20.10137,245
chr8,111876202,111876801,.,1000,.,43.40759,-1,-1,392,5,5,111876202,111876801,23.30622,384,111876419,111876745,20.10137,184
chr2,157078136,157079759,.,1000,.,43.40684,-1,-1,1014,5,5,157078136,157079759,14.033,1058,157078190,157079731,29.37384,916
chr5,24444594,24445423,.,1000,.,43.39985,-1,-1,532,5,5,24444594,24445423,20.97466,508,24444605,24445366,22.42519,545
chr14,34310235,34311492,.,1000,.,43.39603,-1,-1,355,5,5,34310235,34311487,13.24463,410,34310242,34311492,30.1514,206
chr2,152830851,152831822,.,1000,.,43.39596,-1,-1,356,5,5,152830851,152831822,23.30622,343,152830986,152831738,20.08974,234
chr12,111376697,111378401,.,1000,.,43.39576,-1,-1,988,5,5,111376697,111378401,28.73369,937,111376757,111378146,14.66207,980
chr19,5653891,5655312,.,1000,.,43.3907,-1,-1,537,5,5,5653891,5655312,15.32464,161,5653906,5655208,28.06606,247
chr11,106612153,106613257,.,1000,.,43.39049,-1,-1,879,5,5,106612153,106613257,15.60974,881,106612341,106613224,27.78075,689
chr13,31625467,31627426,.,1000,.,43.38945,-1,-1,938,5,5,31625467,31627426,17.97828,1279,31625482,31627254,25.41117,582
chr16,33251186,33251948,.,1000,.,43.38836,-1,-1,401,5,5,33251186,33251948,21.39064,364,33251186,33251936,21.99772,438
chr17,37045774,37046897,.,1000,.,43.38836,-1,-1,779,5,5,37045776,37046897,21.39064,763,37045774,37046815,21.99772,794
chr5,33335442,33336285,.,1000,.,43.38836,-1,-1,409,5,5,33335442,33336285,21.39064,240,33335495,33336236,21.99772,525
chr5,37336456,37337131,.,1000,.,43.38836,-1,-1,372,5,5,37336456,37337131,21.39064,370,37336503,37336975,21.99772,328
chr11,117265946,117266847,.,1000,.,43.36913,-1,-1,477,5,5,117265946,117266847,21.79185,473,117266052,117266797,21.57728,376
chr9,59617057,59617753,.,1000,.,43.3643,-1,-1,307,5,5,59617057,59617753,23.94474,309,59617127,59617743,19.41956,236
chr8,84104181,84104861,.,1000,.,43.3632,-1,-1,479,5,5,84104181,84104861,20.43285,486,84104376,84104788,22.93035,278
chr13,55714515,55715041,.,1000,.,43.35801,-1,-1,329,5,5,55714515,55715041,19.8432,331,55714530,55715039,23.51481,312
chr8,33385336,33386493,.,1000,.,43.3564,-1,-1,514,5,5,33385336,33386493,21.24706,445,33385368,33386478,22.10934,551
chr17,74489483,74490051,.,1000,.,43.35381,-1,-1,145,5,5,74489483,74490051,22.85539,150,74489503,74489984,20.49842,121
chrX,52164145,52165652,.,1000,.,43.35226,-1,-1,484,4.683027,5,52164145,52165652,11.49348,639,52164293,52165632,31.85878,204
chr16,11322790,11323211,.,1000,.,43.35212,-1,-1,214,5,5,11322790,11323211,22.02916,224,11322816,11323154,21.32296,179
chr4,11253670,11254233,.,1000,.,43.35166,-1,-1,304,5,5,11253670,11254233,20.97466,401,11253697,11254212,22.377,180
chr6,113623804,113624578,.,1000,.,43.35166,-1,-1,281,5,5,113623807,113624578,20.97466,371,113623804,113624426,22.377,189
chr7,118447225,118448800,.,1000,.,43.34992,-1,-1,657,5,5,118447225,118448800,17.55948,633,118447348,118448780,25.79044,171
chr10,58446712,58447540,.,1000,.,43.34641,-1,-1,334,5,5,58446712,58447540,19.35839,335,58446712,58447458,23.98802,334
chr7,144553289,144554082,.,1000,.,43.34122,-1,-1,353,5,5,144553289,144554082,19.06787,323,144553289,144554071,24.27335,384
chr6,57824517,57825326,.,1000,.,43.33867,-1,-1,524,5,5,57824517,57825326,20.28178,520,57824575,57825279,23.05689,470
chr4,59548601,59549829,.,1000,.,43.32942,-1,-1,813,5,5,59548601,59549829,17.97611,814,59548639,59549737,25.35331,775
chr12,118848139,118849908,.,1000,.,43.32835,-1,-1,684,5,5,118848139,118849908,21.7099,685,118848457,118849874,21.61845,366
chr2,161108333,161109122,.,1000,.,43.32835,-1,-1,357,5,5,161108333,161109122,21.7099,231,161108340,161108987,21.61845,477
chr3,30968724,30969595,.,1000,.,43.32835,-1,-1,208,5,5,30968724,30969595,21.7099,204,30968788,30969345,21.61845,148
chr7,49778205,49778917,.,1000,.,43.3243,-1,-1,218,5,5,49778205,49778917,22.66769,218,49778270,49778901,20.65661,154
chr3,139074447,139076010,.,1000,.,43.31475,-1,-1,660,5,5,139074447,139076010,23.62548,396,139074453,139075935,19.68927,918
chr3,89960171,89960838,.,1000,.,43.30913,-1,-1,399,5,5,89960171,89960838,19.79432,440,89960305,89960761,23.51481,224
chr14,34673347,34674508,.,1000,.,43.30853,-1,-1,704,5,5,34673347,34674508,18.27664,704,34673355,34674464,25.03189,696
chr8,69791236,69791806,.,1000,.,43.30784,-1,-1,125,5,5,69791248,69791806,23.62548,123,69791236,69791779,19.68236,116
chr6,39724722,39725686,.,1000,.,43.29195,-1,-1,610,5,5,39724722,39725686,16.3637,610,39724851,39725631,26.92825,482
chr5,52112811,52113862,.,1000,.,43.2899,-1,-1,894,5,5,52112834,52113862,17.87874,866,52112811,52113859,25.41116,147
chr11,114851025,114852626,.,1000,.,43.28757,-1,-1,1133,5,5,114851025,114852626,23.94474,1101,114851623,114852541,19.34283,568
chr10,53629377,53630215,.,1000,.,43.28629,-1,-1,587,5,5,53629387,53630215,15.97877,597,53629377,53630116,27.30752,567
chr14,57699541,57700598,.,1000,.,43.27068,-1,-1,197,5,5,57699541,57700598,15.96316,188,57699581,57700567,27.30752,157
chr17,25272914,25273680,.,1000,.,43.2695,-1,-1,484,5,5,25272914,25273680,21.79185,581,25273149,25273648,21.47765,153
chr1,55405570,55406746,.,1000,.,43.26458,-1,-1,467,5,5,55405577,55406746,20.88758,462,55405570,55406685,22.377,466
chr1,176813350,176814481,.,1000,.,43.26376,-1,-1,571,5,5,176813350,176814481,23.86116,572,176813435,176814380,19.4026,486
chr5,146794035,146795258,.,1000,.,43.25944,-1,-1,898,5,5,146794035,146795258,18.17585,866,146794038,146795161,25.08359,927
chr1,74854839,74856597,.,1000,.,43.24912,-1,-1,782,5,5,74854839,74856597,20.11358,1385,74854842,74856385,23.13554,176
chr11,102761060,102762562,.,1000,.,43.24912,-1,-1,625,5,5,102761060,102762562,20.11358,627,102761252,102762451,23.13554,242
chr2,92599435,92600569,.,1000,.,43.24912,-1,-1,614,5,5,92599435,92600569,20.11358,613,92599493,92600419,23.13554,557
chr2,118548991,118549695,.,1000,.,43.24912,-1,-1,561,5,5,118548991,118549695,20.11358,572,118549395,118549678,23.13554,147
chr5,113137719,113139092,.,1000,.,43.24526,-1,-1,798,5,5,113137719,113139092,18.19801,813,113137738,113138959,25.04725,165
chr16,38902117,38902741,.,1000,.,43.24509,-1,-1,259,5,5,38902117,38902736,22.06425,275,38902163,38902741,21.18084,198
chr9,96363606,96364730,.,1000,.,43.23939,-1,-1,812,5,5,96363606,96364730,18.2075,818,96363614,96364722,25.03189,798
chr13,55321412,55322266,.,1000,.,43.23868,-1,-1,357,5,5,55321412,55322266,16.13006,353,55321620,55322203,27.10862,96
chr6,71439765,71440809,.,1000,.,43.23841,-1,-1,691,5,5,71439765,71440809,15.68443,819,71439821,71440782,27.55398,508
chr19,11818196,11819164,.,1000,.,43.23435,-1,-1,636,5,5,11818196,11819136,19.34027,577,11818409,11819164,23.89408,482
chr6,147042730,147043214,.,1000,.,43.21782,-1,-1,151,5,5,147042730,147043214,21.40977,158,147042750,147043202,21.80805,125
chr2,25557415,25558274,.,1000,.,43.21488,-1,-1,382,5,5,25557415,25558274,24.26401,350,25557604,25558236,18.95087,226
chr11,101665379,101665884,.,1000,.,43.21359,-1,-1,321,5,5,101665379,101665884,25.2218,314,101665466,101665815,17.99179,242
chr5,77309106,77310205,.,1000,.,43.20834,-1,-1,908,5,5,77309106,77310193,22.34843,895,77309229,77310205,20.85991,799
chr4,53825843,53826424,.,1000,.,43.20804,-1,-1,195,5,5,53825843,53826424,23.62548,222,53825864,53826381,19.58256,148
chr7,123123871,123124629,.,1000,.,43.20804,-1,-1,492,5,5,123123871,123124622,23.62548,381,123123926,123124629,19.58256,549
chrX,163908462,163909735,.,1000,.,43.20627,-1,-1,826,5,5,163908462,163909735,22.67532,852,163908581,163909644,20.53095,682
chr9,101073390,101075134,.,1000,.,43.20554,-1,-1,200,5,5,101073390,101075134,22.97684,197,101073392,101075075,20.2287,201
chr1,89069933,89071306,.,1000,.,43.19357,-1,-1,576,5,5,89069933,89071292,19.82083,640,89070265,89071306,23.37274,180
chr5,144965098,144966265,.,1000,.,43.19176,-1,-1,734,5,5,144965098,144966265,25.54106,694,144965184,144966119,17.6507,688
chr11,73018563,73019772,.,1000,.,43.18912,-1,-1,448,5,5,73018563,73019772,20.43285,401,73018710,73019738,22.75627,349
chr19,37550154,37551063,.,1000,.,43.18912,-1,-1,349,5,5,37550154,37551063,20.43285,458,37550179,37551028,22.75627,216
chr19,38930775,38931682,.,1000,.,43.18912,-1,-1,303,5,5,38930775,38931682,20.43285,316,38930856,38931323,22.75627,210
chr4,107434243,107435271,.,1000,.,43.18912,-1,-1,370,5,5,107434270,107435271,20.43285,315,107434243,107435208,22.75627,399
chr19,23687107,23687900,.,1000,.,43.1884,-1,-1,380,5,5,23687107,23687900,24.36099,450,23687123,23687862,18.82741,295
chr12,4476211,4477573,.,1000,.,43.18755,-1,-1,696,5,5,4476211,4477573,21.7099,232,4476230,4477522,21.47765,1142
chr8,105854931,105856047,.,1000,.,43.17512,-1,-1,302,5,5,105854931,105856047,18.81124,313,105855084,105855728,24.36388,139
chr1,59762717,59764310,.,1000,.,43.17436,-1,-1,697,5,5,59762717,59764310,28.73369,720,59762904,59764300,14.44067,487
chr5,113907959,113909215,.,1000,.,43.17416,-1,-1,807,5,5,113907959,113909215,15.37956,805,113907985,113909149,27.7946,784
chr10,84754622,84756182,.,1000,.,43.17413,-1,-1,255,5,5,84754622,84756182,17.24022,258,84754726,84756102,25.93391,113
chr4,138454683,138455877,.,1000,.,43.16989,-1,-1,181,5,5,138454683,138455877,18.51727,174,138454694,138455564,24.65262,178
chr7,29983656,29984287,.,1000,.,43.16562,-1,-1,418,5,5,29983656,29984287,17.75445,414,29983706,29984230,25.41117,373
chr13,54687020,54688190,.,1000,.,43.15921,-1,-1,791,5,5,54687020,54688190,18.52308,791,54687256,54688094,24.63613,555
chr17,51831505,51833384,.,1000,.,43.15067,-1,-1,1507,5,5,51831505,51833384,16.60169,1606,51831916,51833361,26.54898,368
chr13,93771525,93772238,.,1000,.,43.14833,-1,-1,164,5,5,93771525,93772238,22.66769,180,93771534,93772186,20.48064,140
chr16,10545278,10545843,.,1000,.,43.14833,-1,-1,204,5,5,10545278,10545843,22.66769,201,10545336,10545777,20.48064,150
chr16,18392394,18393174,.,1000,.,43.14833,-1,-1,305,5,5,18392394,18393108,22.66769,373,18392403,18393174,20.48064,229
chr6,142386818,142387679,.,1000,.,43.141,-1,-1,609,5,5,142386818,142387679,19.51561,514,142386849,142387673,23.62539,673
chr1,13589166,13590271,.,1000,.,43.12911,-1,-1,521,5,5,13589166,13590271,20.75211,182,13589186,13590184,22.377,840
chr1,74881976,74882737,.,1000,.,43.12911,-1,-1,346,5,5,74881976,74882737,20.75211,372,74882047,74882659,22.377,249
chr2,152705950,152706563,.,1000,.,43.12911,-1,-1,377,5,5,152705950,152706563,20.75211,374,152706024,152706476,22.377,307
chr13,100832846,100833582,.,1000,.,43.12655,-1,-1,333,5,5,100832846,100833582,22.06425,399,100832952,100833556,21.0623,162
chr2,29889174,29891034,.,1000,.,43.11585,-1,-1,916,5,5,29889174,29891034,21.39064,1069,29889423,29890759,21.72521,326
chr11,5443642,5445427,.,1000,.,43.10747,-1,-1,1278,5,5,5443642,5445427,22.60905,1283,5444095,5445401,20.49842,821
chr8,68062065,68062739,.,1000,.,43.09495,-1,-1,147,5,5,68062065,68062739,22.34843,139,68062079,68062729,20.74652,142
chr19,6117729,6118548,.,1000,.,43.09208,-1,-1,461,5,5,6117729,6118548,18.06019,464,6117788,6118541,25.03189,399
chr5,115429281,115431024,.,1000,.,43.08832,-1,-1,543,5,5,115429281,115431024,22.98695,541,115429315,115430769,20.10137,512
chr7,100862733,100863602,.,1000,.,43.08832,-1,-1,582,5,5,100862733,100863577,22.98695,525,100862868,100863602,20.10137,504
chr10,119239075,119240459,.,1000,.,43.08317,-1,-1,1075,4.932749,5,119239075,119240459,11.98294,1086,119239086,119240280,31.10023,1053
chr3,99253538,99254371,.,1000,.,43.07943,-1,-1,195,5,5,99253538,99254371,22.97806,181,99253566,99253898,20.10137,181
chr2,25607819,25608605,.,1000,.,43.07604,-1,-1,552,5,5,25607819,25608605,17.2856,553,25607900,25608572,25.79044,471
chr4,129223226,129224474,.,1000,.,43.07143,-1,-1,475,5,5,129223226,129224474,15.00537,290,129223294,129224433,28.06606,167
chr17,88064118,88066207,.,1000,.,43.07085,-1,-1,1943,5,5,88064118,88066207,24.24344,1942,88064439,88066201,18.82741,1623
chr2,120849812,120850592,.,1000,.,43.06909,-1,-1,344,5,5,120849812,120850592,21.07137,337,120849905,120850574,21.99772,258
chr10,29313209,29313693,.,1000,.,43.06798,-1,-1,219,5,5,29313209,29313644,23.64842,185,29313230,29313693,19.41956,233
chr16,64851151,64851831,.,1000,.,43.06664,-1,-1,409,5,5,64851151,64851831,20.31037,436,64851166,64851828,22.75627,367
chr3,69126214,69127542,.,1000,.,43.06635,-1,-1,720,5,5,69126217,69127542,15.37956,713,69126214,69127237,27.68679,724
chr1,43827215,43828186,.,1000,.,43.05654,-1,-1,407,5,5,43827215,43828186,19.06787,246,43827224,43828077,23.98867,559
chr3,37348305,37349335,.,1000,.,43.04987,-1,-1,515,5,5,37348305,37349335,19.15579,520,37348463,37349305,23.89408,353
chr14,100284414,100286269,.,1000,.,43.04782,-1,-1,421,5,5,100284414,100286269,19.79432,420,100284449,100286143,23.2535,509
chr5,73647320,73647910,.,1000,.,43.04193,-1,-1,258,5,5,73647320,73647910,19.14785,214,73647366,73647858,23.89408,256
chr17,46247597,46248538,.,1000,.,43.04182,-1,-1,636,5,5,46247597,46248538,25.2218,631,46248095,46248534,17.82002,143
chr15,76080259,76081153,.,1000,.,43.03193,-1,-1,435,5,5,76080262,76081153,16.37823,433,76080259,76081140,26.6537,434
chr7,19094550,19096127,.,1000,.,43.03066,-1,-1,221,5,5,19094550,19096127,17.24022,225,19094550,19096050,25.79044,172
chr9,65101187,65103080,.,1000,.,43.03066,-1,-1,505,5,5,65101187,65103080,17.24022,650,65101197,65103000,25.79044,266
chr9,24502537,24503690,.,1000,.,43.02366,-1,-1,719,5,5,24502537,24503661,16.56557,752,24502623,24503690,26.45809,600
chr12,24650921,24652019,.,1000,.,43.01955,-1,-1,288,5,5,24650921,24652019,12.29859,241,24650953,24651974,30.72096,303
chr4,134702676,134704963,.,1000,.,43.01185,-1,-1,1048,5,5,134702676,134704963,23.94474,495,134702720,134704826,19.06711,835
chr5,88720634,88721338,.,1000,.,43.01017,-1,-1,420,5,5,88720634,88721338,17.97828,465,88720757,88721291,25.03189,253
chr13,117220526,117221314,.,1000,.,43.00909,-1,-1,489,5,5,117220526,117221314,21.39064,463,117220555,117221258,21.61845,487
chr19,56396820,56397620,.,1000,.,43.00909,-1,-1,355,5,5,56396820,56397620,21.39064,360,56396938,56397538,21.61845,232
chr3,90464672,90466260,.,1000,.,43.00909,-1,-1,650,5,5,90464672,90466260,21.39064,668,90464697,90465985,21.61845,608
chr5,37823581,37824856,.,1000,.,43.00445,-1,-1,873,5,5,37823581,37824856,17.51608,869,37823693,37824810,25.48837,765
chr4,107178386,107179616,.,1000,.,43.00113,-1,-1,142,5,5,107178386,107179616,17.97703,136,107178408,107179317,25.0241,287
chr15,10981597,10982136,.,1000,.,43.0004,-1,-1,316,5,5,10981597,10982136,23.71705,324,10981612,10982079,19.28335,293
chr6,42349438,42350722,.,1000,.,42.99326,-1,-1,736,5,5,42349438,42350722,22.33665,737,42349873,42350612,20.65661,300
chr16,16358455,16359136,.,1000,.,42.98987,-1,-1,173,5,5,16358455,16359127,19.47506,180,16358496,16359136,23.51481,126
chr5,110447669,110448769,.,1000,.,42.98987,-1,-1,557,5,5,110447669,110448769,19.47506,672,110447850,110448684,23.51481,261
chr7,34132327,34133565,.,1000,.,42.98987,-1,-1,853,5,5,34132327,34133565,19.47506,879,34132376,34133561,23.51481,778
chr2,119674771,119675692,.,1000,.,42.98696,-1,-1,263,5,5,119674771,119675692,15.5082,275,119674850,119675580,27.47876,173
chr1,74950289,74952098,.,1000,.,42.97064,-1,-1,1037,5,5,74950314,74952098,17.55948,1019,74950289,74952013,25.41116,197
chr13,98504664,98505225,.,1000,.,42.96831,-1,-1,335,5,5,98504664,98505225,23.62548,330,98504765,98505207,19.34283,240
chr2,30048480,30049256,.,1000,.,42.96307,-1,-1,280,5,5,30048482,30049256,22.57349,277,30048480,30048934,20.38958,281
chr15,102246967,102247368,.,1000,.,42.9625,-1,-1,236,5,5,102246967,102247368,20.9732,232,102247016,102247338,21.9893,191
chr3,123690651,123691133,.,1000,.,42.95261,-1,-1,222,5,5,123690651,123691133,19.05853,198,123690708,123691099,23.89408,189
chr17,35000752,35001841,.,1000,.,42.95034,-1,-1,186,5,5,35000752,35001841,15.15574,194,35000770,35001798,27.7946,161
chr2,156862716,156863643,.,1000,.,42.94991,-1,-1,531,5,5,156862716,156863643,21.17131,506,156862794,156863596,21.7786,479
chr6,118196463,118197673,.,1000,.,42.94908,-1,-1,440,5,5,118196463,118197673,21.7099,427,118196636,118197554,21.23918,281
chr7,128739728,128740682,.,1000,.,42.94908,-1,-1,524,5,5,128739728,128740682,21.7099,663,128739749,128740591,21.23918,364
chr9,85748899,85749515,.,1000,.,42.94908,-1,-1,174,5,5,85748899,85749515,21.7099,177,85748923,85749360,21.23918,148
chr19,16132259,16133849,.,1000,.,42.94665,-1,-1,783,5,5,16132259,16133844,26.81811,1259,16132284,16133849,16.12854,283
chr6,124917088,124918396,.,1000,.,42.94267,-1,-1,788,5,5,124917088,124918396,15.77903,806,124917126,124918072,27.16364,732
chr19,7039479,7039991,.,1000,.,42.93769,-1,-1,282,5,5,7039479,7039991,17.97703,281,7039493,7039942,24.96066,269
chr4,150569127,150570125,.,1000,.,42.92986,-1,-1,427,5,5,150569127,150570125,19.79432,433,150569159,150570086,23.13554,390
chr6,51270362,51271391,.,1000,.,42.92986,-1,-1,436,5,5,51270362,51271391,19.79432,432,51270387,51271378,23.13554,415
chr6,86668675,86669779,.,1000,.,42.92396,-1,-1,461,5,5,86668675,86669779,24.58327,356,86668710,86669635,18.34069,531
chr10,80475008,80475889,.,1000,.,42.92264,-1,-1,434,5,5,80475098,80475889,23.15385,340,80475008,80475707,19.76879,438
chr17,4993926,4996868,.,1000,.,42.92153,-1,-1,1734,5,5,4993926,4996868,13.71765,1838,4993954,4996834,29.20388,1602
chr3,20034882,20035403,.,1000,.,42.90928,-1,-1,299,5,5,20034882,20035399,25.2218,331,20035011,20035403,17.68748,138
chr15,82244057,82244932,.,1000,.,42.9083,-1,-1,541,5,5,82244057,82244932,23.94474,545,82244263,82244764,18.96356,332
chr16,20498851,20499173,.,1000,.,42.9083,-1,-1,152,5,5,20498851,20499173,23.94474,156,20498878,20499170,18.96356,121
chr19,32107891,32108281,.,1000,.,42.9083,-1,-1,189,5,5,32107891,32108281,23.94474,189,32107941,32108214,18.96356,140
chr3,89090206,89091597,.,1000,.,42.9083,-1,-1,1067,5,5,89090206,89091597,23.94474,1108,89090296,89091550,18.96356,936
chr11,116412387,116413469,.,1000,.,42.90342,-1,-1,835,5,5,116412387,116413469,27.45664,889,116412413,116413456,15.44678,755
chr8,110618345,110619020,.,1000,.,42.90142,-1,-1,374,5,5,110618345,110619020,20.14515,392,110618504,110618992,22.75627,197
chr1,52630400,52631018,.,1000,.,42.89919,-1,-1,410,5,5,52630400,52631018,23.93563,405,52630549,52630961,18.96356,266
chr17,44105324,44106063,.,1000,.,42.89812,-1,-1,539,5,5,44105324,44106044,15.21133,560,44105473,44106063,27.68679,369
chr7,16816037,16816943,.,1000,.,42.89561,-1,-1,375,5,5,16816037,16816943,23.94474,371,16816084,16816916,18.95087,333
chr8,84236517,84237076,.,1000,.,42.89367,-1,-1,407,5,5,84236517,84237076,22.03376,433,84236717,84237062,20.85991,182
chr3,105686911,105687448,.,1000,.,42.89344,-1,-1,400,5,5,105686912,105687440,20.9611,397,105686911,105687448,21.93234,403
chr11,77514413,77516081,.,1000,.,42.88907,-1,-1,826,5,5,77514413,77516081,22.02916,780,77514898,77515998,20.85991,387
chr19,4439126,4439712,.,1000,.,42.88907,-1,-1,258,5,5,4439126,4439712,22.02916,258,4439231,4439703,20.85991,153
chr7,110018246,110018960,.,1000,.,42.88907,-1,-1,305,5,5,110018246,110018960,22.02916,418,110018284,110018932,20.85991,155
chr11,60187943,60189914,.,1000,.,42.88878,-1,-1,1335,5,5,60187943,60189914,16.92095,1614,60188053,60189888,25.96783,136
chr13,35740608,35742269,.,1000,.,42.87881,-1,-1,1045,5,5,35740608,35742269,26.17959,1317,35740674,35742221,16.69922,707
chr12,113139846,113141201,.,1000,.,42.87511,-1,-1,642,5,5,113139846,113141201,22.02916,641,113139981,113141033,20.84595,509
chr16,65814889,65815882,.,1000,.,42.87255,-1,-1,554,5,5,65814889,65815882,19.73701,478,65814992,65815866,23.13554,528
chr5,24525986,24527346,.,1000,.,42.86985,-1,-1,1156,5,5,24525986,24527346,20.11358,1133,24526159,24527315,22.75627,1006
chr9,58198652,58199636,.,1000,.,42.86985,-1,-1,636,5,5,58198652,58199636,20.11358,636,58198823,58199554,22.75627,146
chr9,75559060,75559704,.,1000,.,42.86985,-1,-1,365,5,5,75559060,75559704,20.11358,420,75559113,75559633,22.75627,258
chr4,150281430,150282302,.,1000,.,42.86487,-1,-1,359,5,5,150281430,150282302,21.07137,560,150281439,150282302,21.7935,150
chr7,84150999,84152275,.,1000,.,42.85508,-1,-1,998,5,5,84150999,84152267,19.34027,963,84151124,84152275,23.51481,909
